date,min,max,median,q1,q3,stdev,count
2024-12-19T00:00:00.000Z,1,4.75,2.84,2.37,3.3,0.718,570
2024-12-20T00:00:00.000Z,0.8,3.63,1.63,1.3,2,0.525,1044
2024-12-21T00:00:00.000Z,0.63,19.23,2.1,1.5,2.9,2.377,1253
2024-12-22T00:00:00.000Z,0.93,14.8,3.1,2.29,5.43,2.941,1411
2024-12-23T00:00:00.000Z,2.29,27.87,5.93,4.07,15.49,7.275,1365
2024-12-24T00:00:00.000Z,1.3,23.33,3.33,2.29,4.8,2.694,1354
2024-12-25T00:00:00.000Z,0.8,3.43,1.8,1.5,2.13,0.439,1409
2024-12-26T00:00:00.000Z,0.77,8.07,1.6,1.33,2.02,0.916,1406
2024-12-27T00:00:00.000Z,0.6,11.43,1.4,1.07,2.4,0.997,1410
2024-12-28T00:00:00.000Z,0.9,6.17,2.8,1.7,3.88,1.24,1412
2024-12-29T00:00:00.000Z,0.5,4.09,1.1,0.8,1.8,0.732,1158
2024-12-30T00:00:00.000Z,0.4,8.98,1.4,0.7,2.17,1.343,604
2024-12-31T00:00:00.000Z,0.7,30.13,1.44,1.17,4.53,3.326,966
2025-01-01T00:00:00.000Z,0.7,7.43,1.4,1.23,1.6,0.404,1342
2025-01-02T00:00:00.000Z,0.6,5.5,1.2,1,2.2,1,1408
2025-01-03T00:00:00.000Z,0.73,12.9,1.9,1.4,3.27,2.144,1376
2025-01-04T00:00:00.000Z,0.5,5.7,1.7,1,2.23,0.761,1412
2025-01-05T00:00:00.000Z,1.07,43.67,3.97,1.9,14.3,8.724,1390
2025-01-06T00:00:00.000Z,1,17.23,3.43,2.29,5.47,2.609,1408
2025-01-07T00:00:00.000Z,0.47,5.6,2,1.6,2.4,0.76,1410
2025-01-08T00:00:00.000Z,1.1,6.95,2.33,2.1,2.6,0.841,1405
2025-01-09T00:00:00.000Z,1.2,15.9,4.38,2.02,5.75,2.104,1404
2025-01-10T00:00:00.000Z,1.2,9.73,3.7,2.4,4.2,1.37,1394
2025-01-11T00:00:00.000Z,0.83,2.78,1.7,1.3,1.97,0.394,1402
2025-01-12T00:00:00.000Z,0.67,5,1.35,1.1,1.95,0.791,1403
2025-01-13T00:00:00.000Z,0.7,3.15,1.6,1.4,1.93,0.447,1282
2025-01-14T00:00:00.000Z,1.07,3.47,2.23,1.9,2.5,0.452,963
2025-01-15T00:00:00.000Z,0.8,3.77,1.6,1.37,1.9,0.463,1408
2025-01-16T00:00:00.000Z,0.6,5.03,1.7,1,2.77,1.028,1400
2025-01-17T00:00:00.000Z,2.37,8.52,4.38,3.45,5.53,1.306,1384
2025-01-18T00:00:00.000Z,1.67,10.8,4.7,4.13,5.27,0.991,1378
2025-01-19T00:00:00.000Z,0.7,8.36,4.2,3.22,5.09,1.504,1379
2025-01-20T00:00:00.000Z,0.9,7.07,3.53,2.7,4.4,1.268,1381
2025-01-21T00:00:00.000Z,0.8,29,5.74,2.29,8.23,6.645,1388
2025-01-22T00:00:00.000Z,3,17.82,12.03,8.18,14.37,3.633,1383
2025-01-23T00:00:00.000Z,3.4,22.4,7.25,5.47,9.73,3.569,1385
2025-01-24T00:00:00.000Z,1.1,15.48,4.8,2.35,6.8,3.328,1343
2025-01-25T00:00:00.000Z,1.33,9.05,4.09,3.28,4.9,1.327,1266
2025-01-26T00:00:00.000Z,1.8,14.57,2.7,2.29,3.74,3.444,453
2025-01-27T00:00:00.000Z,0.5,14.33,4.13,2.27,7.21,3.538,1140
2025-01-28T00:00:00.000Z,1.83,13.7,4.93,3.47,6.81,2.483,1416
2025-01-29T00:00:00.000Z,1.1,14.43,4.5,2.35,6.87,2.494,1293
2025-01-30T00:00:00.000Z,0.8,7.63,1.93,1.4,3.93,1.508,1013
2025-01-31T00:00:00.000Z,0.8,5.9,2.47,1.93,3.27,0.973,1114
2025-02-01T00:00:00.000Z,0.4,8.43,1.17,0.9,1.88,0.94,851
2025-02-02T00:00:00.000Z,0.77,5.9,2,1.42,2.77,0.784,1201
2025-02-03T00:00:00.000Z,0.63,22.8,1.83,1.12,2.9,1.555,1392
2025-02-04T00:00:00.000Z,1.07,22.98,13.72,2.06,17.27,7.392,1398
2025-02-05T00:00:00.000Z,1.7,25.13,9.6,2.47,14.03,6.759,1391
2025-02-06T00:00:00.000Z,1.2,11.4,1.9,1.63,3.3,2.551,1399
2025-02-07T00:00:00.000Z,1.37,11.43,4.2,2.43,6.77,2.426,1199
2025-02-08T00:00:00.000Z,2.97,9.33,5.8,4.3,6.43,1.242,1269
2025-02-09T00:00:00.000Z,4.63,13.53,7.5,6.8,8.77,1.5,1260
2025-02-10T00:00:00.000Z,3.33,15.97,8.13,5.7,9.98,2.498,1340
2025-02-11T00:00:00.000Z,1.3,15.48,5.77,3.4,9.44,3.419,697
2025-02-12T00:00:00.000Z,1.3,10.3,4.59,2.58,6.18,1.984,1234
2025-02-13T00:00:00.000Z,0.93,6.33,1.8,1.5,3.27,1.323,1171
2025-02-14T00:00:00.000Z,0.85,11.53,1.57,1.35,1.83,0.699,647
2025-02-15T00:00:00.000Z,0.56,5.38,1.9,1.4,2.22,0.575,1035
2025-02-16T00:00:00.000Z,0.9,14.93,1.45,1.3,1.63,0.62,776
2025-02-17T00:00:00.000Z,0.4,66.97,0.93,0.8,1.77,8.883,858
2025-02-18T00:00:00.000Z,0.5,13.8,1.85,1.3,3.15,2.199,1006
2025-02-19T00:00:00.000Z,0.7,26.33,3.37,1.24,6.65,5.1,1376
2025-02-20T00:00:00.000Z,0.8,21.9,2.54,2,3.42,1.505,1362
2025-02-21T00:00:00.000Z,4.97,52.87,28.35,24.35,31.1,10.13,1353
2025-02-22T00:00:00.000Z,15.47,57.9,37.5,33.67,41.1,7.22,1382
2025-02-23T00:00:00.000Z,2.7,39.57,27.64,15.92,31.7,10.829,1396
2025-02-24T00:00:00.000Z,1.1,15.4,6.23,4,8.69,3.006,1380
2025-02-25T00:00:00.000Z,4.33,55.58,14.3,9.33,19.7,6.854,1362
2025-02-26T00:00:00.000Z,1.17,6.87,2.1,1.79,3.67,1.228,1384
2025-02-27T00:00:00.000Z,1.6,67.67,2.8,2.27,3.4,3.338,984
2025-02-28T00:00:00.000Z,1.5,4.87,3.47,3.13,3.8,0.515,240
2025-03-01T00:00:00.000Z,2.35,46.5,4.68,3.9,5.4,2.985,930
2025-03-02T00:00:00.000Z,1.1,79.7,1.83,1.57,2.27,4.572,1380
2025-03-03T00:00:00.000Z,1.2,4.22,2.37,2.06,2.73,0.469,1370
2025-03-04T00:00:00.000Z,1.5,84.27,2.6,2.2,3.03,7.038,1351
2025-03-05T00:00:00.000Z,1.7,5.17,3.27,2.9,3.57,0.522,1370
2025-03-06T00:00:00.000Z,2.5,86.23,3.4,3.17,3.67,4.838,354
2025-03-09T00:00:00.000Z,3,14.63,7.97,6.7,9.5,2.504,852
2025-03-10T00:00:00.000Z,0.9,76.5,5.6,1.7,9.33,5.277,1346
2025-03-11T00:00:00.000Z,0.63,1.93,1.17,1.03,1.27,0.173,1376
2025-03-12T00:00:00.000Z,1.1,9.8,2.5,1.6,6.7,2.711,1392
2025-03-13T00:00:00.000Z,1.93,14.9,4.2,3.4,4.95,1.389,887
2025-03-14T00:00:00.000Z,0.6,15.27,1.98,1.1,4.75,3.686,544
2025-03-15T00:00:00.000Z,4.18,7.1,5.7,5,6.7,0.881,15
2025-03-18T00:00:00.000Z,0.63,1.37,0.9,0.8,0.97,0.124,163
2025-03-19T00:00:00.000Z,0.5,43.2,1.2,1,2.52,1.737,1411
2025-03-20T00:00:00.000Z,0.9,7.23,2,1.73,2.29,0.559,1351
2025-03-21T00:00:00.000Z,0.63,8.69,1.73,1.2,2.9,1.181,1414
2025-03-22T00:00:00.000Z,1.3,12.63,3.7,2.47,5.4,1.704,1417
2025-03-23T00:00:00.000Z,2,12.87,3.2,2.77,3.87,1.215,1414
2025-03-24T00:00:00.000Z,2.2,13.17,7.33,3.43,8.8,2.955,1412
2025-03-25T00:00:00.000Z,4.7,22.1,10.13,6.97,14.37,4.548,1415
2025-03-26T00:00:00.000Z,1.2,17.5,2.38,1.9,3.6,3.508,1404
2025-03-27T00:00:00.000Z,1.6,3.87,2.29,2.06,2.6,0.415,534
2025-03-28T00:00:00.000Z,2.2,84.23,6.73,3.6,13,7.934,1083
2025-03-29T00:00:00.000Z,4.23,61.23,8.13,6.37,13.45,5.228,1353
2025-03-30T00:00:00.000Z,0.8,6.3,2.2,1.8,2.67,1.085,806
2025-03-31T00:00:00.000Z,0.7,2.6,1.58,1.3,1.83,0.361,1247
2025-04-01T00:00:00.000Z,0.7,7.9,1.7,1.2,3.07,1.24,486
2025-04-02T00:00:00.000Z,1.43,17.39,4.2,3.07,5.59,2.169,429
2025-04-03T00:00:00.000Z,0.87,56.28,2.6,1.4,5.78,4.295,1386
2025-04-04T00:00:00.000Z,0.7,144.63,1.27,1.1,1.43,11.257,766
2025-06-26T00:00:00.000Z,1.3,6.93,1.9,1.63,2.67,0.62,646
2025-06-27T00:00:00.000Z,0.9,5.97,2.57,1.7,3.4,1.075,1411
2025-06-28T00:00:00.000Z,1.1,5.6,2.57,1.6,3.17,1.092,1415
2025-06-29T00:00:00.000Z,1.57,11.55,2.99,2.4,4.03,0.979,1032
2025-07-03T00:00:00.000Z,0.3,8.17,1.4,0.9,2.88,2.178,1049
2025-07-04T00:00:00.000Z,0.6,46.73,1.5,1.1,2.5,2.603,1410
2025-07-05T00:00:00.000Z,1.5,72.59,3.2,2.5,3.97,2.818,1416
2025-07-06T00:00:00.000Z,1.47,78.17,2.67,2.1,3.45,3.17,1293
2025-07-07T00:00:00.000Z,1.2,10.52,2.2,1.8,3.3,1.064,1414
2025-07-08T00:00:00.000Z,1,63.4,1.97,1.55,2.5,2.398,1417
2025-07-09T00:00:00.000Z,1.3,34.33,3.9,2.57,5.3,2.438,1415
2025-07-10T00:00:00.000Z,2.02,31.85,4.43,2.9,6.1,2.864,1419
2025-07-11T00:00:00.000Z,3,83.33,7.12,5.97,8.63,5.249,1416
2025-07-12T00:00:00.000Z,5.7,31.83,10.74,7.63,14.45,4.357,1416
2025-07-13T00:00:00.000Z,2.6,20.32,6,4.67,7.4,2.102,1412
2025-07-14T00:00:00.000Z,4,157.63,11.57,10.07,13.17,7.409,1416
2025-07-15T00:00:00.000Z,3.8,78.65,8.13,5.78,10.3,5.368,1418
2025-07-16T00:00:00.000Z,3.67,39.63,8.05,6.9,9.23,2.263,1421
2025-07-17T00:00:00.000Z,2.65,297.55,3.8,3.33,4.2,14.122,1417
2025-07-18T00:00:00.000Z,2.33,97.13,4.7,3.2,5.93,3.698,1418
2025-07-19T00:00:00.000Z,2.35,49.22,4.97,4.38,5.5,2.055,1417
2025-07-20T00:00:00.000Z,2.9,61.72,4.63,4.13,5.27,3.842,1401
2025-07-21T00:00:00.000Z,3.28,7.1,5.3,4.8,5.7,0.641,1413
2025-07-22T00:00:00.000Z,2.92,9.98,5.68,4.7,6.76,1.264,1417
2025-07-23T00:00:00.000Z,4.45,16.55,7.25,6.38,8.3,1.386,1415
2025-07-24T00:00:00.000Z,4.57,25.48,7.57,6.18,9.69,2.372,1416
2025-07-25T00:00:00.000Z,1.6,55.1,5.09,4.13,9.98,3.522,1419
2025-07-26T00:00:00.000Z,5.33,18.67,9.63,8.8,11.4,1.938,1417
2025-07-27T00:00:00.000Z,3.5,11.07,5.8,4.9,7.33,1.623,1412
2025-07-28T00:00:00.000Z,2.97,142.07,6.3,5.22,7.77,5.922,1416
2025-07-29T00:00:00.000Z,0.9,12.23,4.4,2.29,7.2,2.816,1419
2025-07-30T00:00:00.000Z,2.54,211.6,4.67,3.83,5.3,34.173,1421
2025-07-31T00:00:00.000Z,2.7,9.63,4.38,3.9,5.07,1.2,1411
2025-08-01T00:00:00.000Z,2.97,137.3,5.53,4.67,6.37,13.107,1411
2025-08-02T00:00:00.000Z,1.65,238.18,4.07,2.67,6.17,53.448,1421
2025-08-03T00:00:00.000Z,52.73,150.3,142.3,130.08,144.69,21.826,25
2025-08-11T00:00:00.000Z,1.3,2.8,2.06,1.8,2.29,0.342,308
2025-08-12T00:00:00.000Z,1.14,3.5,2.17,1.72,2.4,0.42,1417
2025-08-13T00:00:00.000Z,2.1,5.17,2.8,2.58,3.2,0.509,1383
2025-08-14T00:00:00.000Z,2.1,5.43,3.5,2.97,4.22,0.701,1355
2025-08-15T00:00:00.000Z,1,8.27,4.3,3.55,4.95,1.476,1144
2025-08-16T00:00:00.000Z,0.3,1.47,0.7,0.6,0.8,0.169,1379
2025-08-17T00:00:00.000Z,0.47,1.97,1.1,0.83,1.3,0.285,1408
2025-08-18T00:00:00.000Z,1.2,3.7,1.77,1.6,2.13,0.365,1405
2025-08-19T00:00:00.000Z,0.5,2.93,1,0.8,1.8,0.582,1416
2025-08-20T00:00:00.000Z,0.47,27.97,0.9,0.8,1.1,1.153,1377
2025-08-21T00:00:00.000Z,0.6,2.9,1.2,1,1.6,0.407,885
2025-08-22T00:00:00.000Z,0.5,3.47,1.03,0.9,1.2,0.288,903
2025-08-23T00:00:00.000Z,0.53,38.67,1,0.87,1.2,1.127,1402
2025-08-24T00:00:00.000Z,0.5,59.37,0.9,0.7,1.89,1.914,1413
2025-08-25T00:00:00.000Z,0.5,7.1,1,0.8,1.1,0.515,1409
2025-08-26T00:00:00.000Z,0.6,62.43,1.1,1,1.7,1.789,1410
2025-08-27T00:00:00.000Z,0.63,57.43,1.33,1,1.87,2.118,1412
2025-08-28T00:00:00.000Z,1.3,26.8,2.43,1.97,2.97,1.323,1153
2025-08-29T00:00:00.000Z,1.8,8.67,4.23,3.1,5.87,1.545,1078
2025-08-30T00:00:00.000Z,2,5.67,3.3,2.83,3.9,0.727,1417
2025-08-31T00:00:00.000Z,3.57,12.67,6,4.7,7.2,1.972,1412
2025-09-01T00:00:00.000Z,4.09,12.27,6.3,5.33,7.33,1.287,1405
2025-09-02T00:00:00.000Z,2.87,8.93,4.07,3.7,5.4,1.315,1415
2025-09-03T00:00:00.000Z,1.43,14,3.7,2.5,5.67,2.503,1412
2025-09-04T00:00:00.000Z,1.83,9.36,3.77,2.72,5.03,1.378,1409
2025-09-05T00:00:00.000Z,1.2,10.17,5.5,2.25,6.8,2.318,1097
2025-09-06T00:00:00.000Z,6.07,8.86,7.17,6.62,7.4,0.705,13
2025-09-07T00:00:00.000Z,1.9,5.57,3.37,2.8,3.83,0.782,614
2025-09-08T00:00:00.000Z,2.47,13.43,6.93,3.1,8.86,3.097,651
2025-09-09T00:00:00.000Z,5.18,14.33,8.76,6.97,10.1,1.968,1368
2025-09-10T00:00:00.000Z,4.88,37.2,8.43,7.5,10.3,2.839,1289
2025-09-11T00:00:00.000Z,4.57,55.17,10.93,9.67,12,2.369,1331
2025-09-12T00:00:00.000Z,1.43,19.5,2.87,2.27,6.57,2.738,1415
2025-09-13T00:00:00.000Z,1,4.76,2,1.6,2.23,0.449,1419
2025-09-14T00:00:00.000Z,1,10.7,3.17,2.49,5.09,2.285,1412
2025-09-15T00:00:00.000Z,0.9,5,2.37,1.5,3,0.874,1171
2025-09-16T00:00:00.000Z,1,83.9,1.93,1.63,2.23,6.23,1409
2025-09-17T00:00:00.000Z,1.3,103.5,2.8,2.2,5.2,4.205,1415
2025-09-18T00:00:00.000Z,1.5,53.67,4.26,3.07,6.53,3.251,1407
2025-09-19T00:00:00.000Z,1.5,4.37,2.43,2.17,2.87,0.469,1348
2025-09-20T00:00:00.000Z,1.9,7.73,2.93,2.5,3.87,1.563,1097
2025-09-21T00:00:00.000Z,1,7.8,4.4,2.6,5.37,1.753,1410
2025-09-22T00:00:00.000Z,0.4,13.63,0.9,0.7,1.1,0.646,1398
2025-09-23T00:00:00.000Z,0.4,24.47,0.93,0.8,1.3,1.133,1404
2025-09-24T00:00:00.000Z,0.5,16.32,1.27,0.83,5.54,2.884,1404
2025-09-25T00:00:00.000Z,0.6,151.47,1.9,0.9,3.47,4.716,1241
2025-09-26T00:00:00.000Z,1.03,8.57,2.6,1.9,4.59,1.719,1394
2025-09-27T00:00:00.000Z,1.03,5.57,2.9,1.9,3.5,0.955,1405
2025-09-28T00:00:00.000Z,0.9,8.27,2.1,1.8,2.9,1.325,1230
2025-09-29T00:00:00.000Z,0.8,6.8,1.37,1.2,1.63,0.889,1402
2025-09-30T00:00:00.000Z,1,17.13,1.6,1.4,2.8,1.241,1402
2025-10-01T00:00:00.000Z,1.8,15.57,3.45,2.9,4.7,2.439,1298
2025-10-02T00:00:00.000Z,1.7,10.63,5.09,3.59,6.47,1.836,1320
2025-10-03T00:00:00.000Z,2,7.9,3.27,2.77,4.9,1.299,1311
2025-10-04T00:00:00.000Z,1.6,64.9,3.33,2.7,5.5,4.285,1376
2025-10-05T00:00:00.000Z,1,4.7,1.8,1.6,2.29,0.583,1399
2025-10-06T00:00:00.000Z,1.17,8.43,2.7,2.1,3.97,1.667,1402
2025-10-07T00:00:00.000Z,0.9,7.4,2.1,1.7,3.9,1.366,1387
2025-10-08T00:00:00.000Z,0.73,4.13,1.9,1.6,2.27,0.552,1405
2025-10-09T00:00:00.000Z,1.07,14.03,2,1.63,2.5,0.738,1400
2025-10-10T00:00:00.000Z,1,7.63,2.02,1.7,2.5,0.633,1392
2025-10-11T00:00:00.000Z,1.1,25.13,2.37,1.93,4.8,2.487,1405
2025-10-12T00:00:00.000Z,0.7,15.77,1.1,1,1.23,0.706,1391
2025-10-13T00:00:00.000Z,0.67,8.9,1,0.9,1.2,0.654,1403
2025-10-14T00:00:00.000Z,0.77,4.23,1.3,1.1,2.02,0.733,1339
2025-10-15T00:00:00.000Z,1,7.13,1.67,1.47,2.06,0.48,1309
2025-10-16T00:00:00.000Z,1.17,5.47,2.2,1.9,2.47,0.522,1161
2025-10-17T00:00:00.000Z,0.77,4.25,1.37,1.17,1.6,0.347,1352
2025-10-18T00:00:00.000Z,0.87,43.57,1.6,1.2,10.47,8.227,1384
2025-10-19T00:00:00.000Z,1.17,15.37,2.87,1.7,4.5,2.299,1408
2025-10-20T00:00:00.000Z,0.9,72.83,1.9,1.43,2.47,2.991,1411
2025-10-21T00:00:00.000Z,1.9,38.6,5.53,3.97,6.53,3.159,1413
2025-10-22T00:00:00.000Z,7.33,94,20.85,16.72,25.97,7.857,1408
2025-10-23T00:00:00.000Z,3,35.77,16.92,12.7,21.5,6.553,1410
2025-10-24T00:00:00.000Z,2.83,93.17,13.57,9.6,19.13,9.02,1414
2025-10-25T00:00:00.000Z,1.9,133.47,4.13,2.83,6.9,19.25,1409
2025-10-26T00:00:00.000Z,1.9,129.22,4.5,3.5,6.37,19.899,1418
2025-10-27T00:00:00.000Z,1.5,140.47,6.97,3.9,15.5,29.941,1119
2025-10-28T00:00:00.000Z,1.6,181.77,3.9,2.9,4.7,6.894,1416
2025-10-29T00:00:00.000Z,2.1,58.33,5.33,4.1,10.6,7.921,1415
2025-10-30T00:00:00.000Z,2,22.7,4.5,3.37,5.8,1.689,1413
2025-10-31T00:00:00.000Z,0.87,12.57,1.8,1.4,2.8,1.297,1415
2025-11-01T00:00:00.000Z,1.13,13.13,2.23,1.5,3.7,1.439,839